"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2016","4162","1","Regular Academic Session","LAW","LAW-L","750","31054","","Ochoa,Christiana","8","11","3.5","3.443","100","50","50","0","0","3","0","1","3","3","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","LAW","LAW-L","766","33724","","Madeira,Jody Lynee","11","13","3.582","3.342","100","63.6","36.4","0","0","2","0","1","6","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","LAW","LAW-L","782","12641","","Conrad,Stephen A.","13","17","3.954","3.327","100","100","0","0","0","4","0","11","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","LAW","LAW-L","799","14757","","Johnsen,Dawn Elizabeth","6","7","3.783","3.48","100","83.3","16.7","0","0","1","0","3","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","501","4587","","Foohey,Pamela","35","35","3.277","3.278","100","28.6","71.4","0","0","0","0","4","6","9","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","501","4589","","Buxbaum,Hannah","65","66","3.295","3.24","100","29.2","69.2","1.5","0","1","0","5","14","24","14","7","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","501","4590","","Buxbaum,Hannah","6","8","3.717","3.693","100","66.7","33.3","0","0","2","0","3","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","501","4591","","Mattioli,Michael","55","57","3.3","3.233","100","27.3","72.7","0","0","2","0","1","14","22","15","3","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","NON","Non Standard Session","LAW","LAW-B","504","11944","","Goodman,Sophia C.","20","21","3.705","3.601","100","75","25","0","0","1","0","7","8","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","504","7754","","Gjerdingen,Donald H.","13","14","3.777","3.666","100","84.6","15.4","0","0","1","0","6","5","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","511","13376","","Hoffmann,Joseph L.","13","15","3.838","3.641","100","100","0","0","0","2","0","6","7","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","511","6734","","Hoffmann,Joseph L.","77","80","3.301","3.2","100","13","87","0","0","3","0","3","7","56","6","5","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","511","9609","","Scott,Ryan W.","85","88","3.335","3.335","98.8","31.8","68.2","0","0","3","0","9","18","33","15","10","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","524","10301","","Fisher,Thomas Molnar","12","15","3.408","3.233","100","33.3","66.7","0","0","3","0","2","2","5","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","531","11309","","Gjerdingen,Donald H.","59","60","3.3","3.266","100","20.3","79.7","0","0","1","0","2","10","29","18","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","531","15177","","Madeira,Jody Lynee","61","64","3.233","3.176","100","19.7","77","3.3","0","3","1","4","7","25","16","6","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","531","4594","","Gjerdingen,Donald H.","7","10","3.514","3.476","100","42.9","57.1","0","0","3","0","1","2","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","533","10303","","Orenstein,Aviva Anne","80","82","3.319","3.261","100","37.5","58.8","3.8","0","2","0","4","26","25","15","7","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","533","4596","","Geyh,Charles Gardner","81","83","3.29","3.253","100","30.9","65.4","3.7","0","2","0","5","20","30","15","8","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","534","15182","","Geyh,Charles Gardner","61","64","3.293","3.443","100","36.1","60.7","3.3","0","3","0","4","18","17","13","7","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","536","33592","","Crosley,Stanley Wayne","20","21","3.75","3.38","100","75","25","0","0","1","1","10","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","537","15179","","Prusak,Jennifer Sarah","8","8","3.925","3.386","87.5","100","0","0","0","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","539","13373","","Hughes,Sarah Jane","8","8","4","3.317","100","100","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","542","10814","","Daghe,Laura B.","19","19","3.295","3.308","100","26.3","73.7","0","0","0","0","1","4","8","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","542","33589","","Goodman,Sophia C.","20","21","3.285","3.146","100","30","70","0","0","1","0","1","5","7","4","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","542","4597","","Downey,Robert Edmund","21","21","3.295","3.275","100","23.8","76.2","0","0","0","0","1","4","10","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","542","4598","","Reichard,Cynthia Jean","19","19","3.3","3.261","100","15.8","84.2","0","0","0","0","0","3","13","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","542","4599","","Goodman,Sophia C.","19","19","3.284","3.33","100","31.6","68.4","0","0","0","0","2","4","4","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","542","4600","","Reichard,Cynthia Jean","19","20","3.289","3.208","100","26.3","68.4","5.3","0","1","0","0","5","11","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","542","4601","","Daghe,Laura B.","18","19","3.294","3.152","100","27.8","72.2","0","0","1","0","1","4","8","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","542","4602","","Downey,Robert Edmund","19","20","3.279","3.286","100","26.3","73.7","0","0","1","0","0","5","8","4","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","550","33597","","Fischman,Robert L","14","16","3.693","3.337","93.3","71.4","28.6","0","0","2","2","6","2","1","3","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","554","4603","","Popkin,William D.","18","20","3.544","3.374","100","61.1","38.9","0","0","2","0","4","7","4","2","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","558","7483","","Weeks,W. William","10","11","3.85","3.434","90","100","0","0","0","1","0","5","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","561","7178","","Need,Mark E","7","7","3.957","3.387","100","100","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","NON","Non Standard Session","LAW","LAW-B","563","11314","","Van Valer,Kim","13","13","3.823","3.321","100","84.6","15.4","0","0","0","0","8","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","564","33599","","Boshkoff,Ellen Elizabeth","16","18","3.606","3.374","100","62.5","37.5","0","0","2","0","3","7","6","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","565","33600","","Waters,Timothy William","11","14","3.145","3.099","91.7","18.2","72.7","9.1","0","3","0","0","2","3","5","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","572","33816","","Hedges,Norman Jason","10","10","3.33","3.274","100","40","50","10","0","0","1","0","3","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","575","33601","","Williams,David Clair","17","17","3.912","3.612","100","100","0","0","0","0","0","12","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","587","13881","","Delaney,David George","17","19","3.929","3.368","100","100","0","0","0","2","7","6","4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","590","4604","","Meitus,Robert Shannon","13","13","3.777","3.337","100","84.6","15.4","0","0","0","0","6","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","601","10306","","Scott,Ryan W.","45","47","3.3","3.431","100","33.3","66.7","0","0","2","0","3","12","13","11","6","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","601","33840","","Morrison,Timothy Marshall","40","40","3.298","3.374","100","12.5","87.5","0","0","0","0","1","4","27","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","602","10305","","Hoffmann,Joseph L.","69","75","3.352","3.376","100","26.1","73.9","0","0","6","0","5","13","36","13","2","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","1","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","603","6764","","Conrad,Stephen A.","20","21","3.795","3.36","100","90","10","0","0","1","1","8","9","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","608","13374","","Widiss,Deborah Anne","27","28","3.296","3.379","100","29.6","70.4","0","0","1","0","0","8","8","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","620","9101","","Ardery,Samuel Richard","20","21","3.57","3.38","100","60","40","0","0","1","0","2","10","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","632","15180","","Fletcher,Gina-Gail S.","20","21","3.6","3.363","100","60","40","0","0","1","0","7","5","5","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","639","13377","","Buckley,Keith Allen","35","36","3.831","3.457","100","88.6","8.6","2.9","0","1","4","22","5","3","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","645","9610","","Stake,Jeffrey E.","77","81","3.301","3.377","100","28.6","71.4","0","0","4","0","8","14","26","21","8","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","650","4606","","","46","53","3.313","3.369","100","45.7","41.3","13","0","7","1","14","6","6","8","5","3","3","0","0","0","0","0","1","5","0","0","0","0","0","0","1","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","653","11310","","Broughman,Brian Jeffrey","133","134","3.318","3.383","100","30.8","67.7","1.5","0","1","0","14","27","48","30","12","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","654","33603","","Madeira,Jody Lynee","22","24","3.295","3.384","100","27.3","68.2","4.5","0","2","1","1","4","10","4","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","655","36363","","Shackelford,Scott James","12","14","4","3.434","91.7","100","0","0","0","2","4","8","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","658","11936","","Matthews,Catherine LeAnn","17","18","3.647","3.28","100","82.4","17.6","0","0","1","0","1","13","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","NON","Non Standard Session","LAW","LAW-B","658","13665","","Borkowski,John","7","7","3.857","3.451","100","85.7","14.3","0","0","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","659","6735","","Conrad,Stephen A.","21","22","3.752","3.463","100","81","19","0","0","1","1","8","8","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","663","11311","","Dau-Schmidt,Kenneth Glenn","16","18","3.719","3.432","100","100","0","0","0","2","1","0","15","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","663","4607","","Dau-Schmidt,Kenneth Glenn","48","54","3.548","3.377","100","66.7","33.3","0","0","6","0","4","28","9","7","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","666","8065","","Hicks,J. William","9","13","3.444","3.43","100","44.4","55.6","0","0","4","0","2","2","2","3","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","668","10302","","Conkle,Daniel O.","34","35","3.3","3.487","100","29.4","67.6","2.9","0","1","0","4","6","11","10","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","668","10815","","Williams,Susan H.","16","19","3.406","3.428","100","31.3","68.8","0","0","3","0","3","2","8","2","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","LAW","LAW-B","669","11312","","Krishnan,Jayanth K","17","18","3.788","3.405","100","82.4","17.6","0","0","1","0","9","5","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
